pl_name,hostname,default_flag,sy_snum,sy_pnum,discoverymethod,disc_year,disc_facility,soltype,pl_controv_flag,pl_refname,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbperlim,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radelim,pl_radj,pl_radjerr1,pl_radjerr2,pl_radjlim,pl_bmasse,pl_bmasseerr1,pl_bmasseerr2,pl_bmasselim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,pl_bmassprov,pl_orbeccen,pl_orbeccenerr1,pl_orbeccenerr2,pl_orbeccenlim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtlim,ttv_flag,st_refname,st_spectype,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim,st_mass,st_masserr1,st_masserr2,st_masslim,st_met,st_meterr1,st_meterr2,st_metlim,st_metratio,st_logg,st_loggerr1,st_loggerr2,st_logglim,sy_refname,rastr,ra,decstr,dec,sy_dist,sy_disterr1,sy_disterr2,sy_vmag,sy_vmagerr1,sy_vmagerr2,sy_kmag,sy_kmagerr1,sy_kmagerr2,sy_gaiamag,sy_gaiamagerr1,sy_gaiamagerr2,rowupdate,pl_pubdate,releasedate
TOI-4940 b,TOI-4940,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KENDALL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547f2189K/abstract target=ref>Kendall et al. 2026</a>,25.867811,0.000058,-0.000056,0,0.165,0.012,-0.012,0,6.61,0.37,-0.37,0,0.58970572,0.03300925,-0.03300925,0,89,,,1,0.28002532,,,1,Mass,,,,,,,,,643,21,-18,0,0,<a refstr=KENDALL_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547f2189K/abstract target=ref>Kendall et al. 2026</a>,G8 V,5504,43,-55,0,1.163,0.054,-0.053,0,1.012,0.04,-0.047,0,0.326,0.037,-0.049,0,[Fe/H],4.232,0.106,-0.068,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h53m00.28s,58.2511684,-62d24m28.69s,-62.4079681,345.659,3.656,-3.582,12.448,0.08,-0.08,10.769,0.023,-0.023,12.3039,0.00029,-0.00029,1/15/26,2026-04,1/15/26
TOI-4961 b,TOI-4961,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,7.479182,0.0000082,-0.0000082,0,0.0726,0.0013,-0.0011,0,12.34108775,0.45956821,-0.43715025,0,1.101,0.041,-0.039,0,572.0911326,66.74396547,-73.10053361,0,1.8,0.21,-0.23,0,Mass,0.182,0.04,-0.048,0,115,16,-14,0,919,30,-29,0,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,,5380,180,-170,0,0.912,0.032,-0.03,0,0.912,0.051,-0.04,0,0.206,0.09,-0.088,0,[Fe/H],4.479,0.034,-0.034,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,12h50m00.45s,192.5018624,-59d53m30.96s,-59.8919345,213.073,1.371,-1.354,12.486,0.057,-0.057,10.304,0.023,-0.023,12.2685,0.000193,-0.000193,7/29/25,2025-09,7/29/25
TOI-4994 b,TOI-4994,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUEZ_MARTINEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...72R/abstract target=ref>Rodr&iacute;guez Mart&iacute;nez et al. 2025</a>,21.491984,0.000023,-0.000023,0,0.1515,0.0032,-0.0031,0,8.54124329,0.33626942,-0.30264248,0,0.762,0.03,-0.027,0,88.99195396,11.75965106,-10.80616584,0,0.28,0.037,-0.034,0,Mass,0.319,0.048,-0.047,0,40,2.1,-2.3,0,717.6,9.7,-10,0,0,<a refstr=RODRIGUEZ_MARTINEZ_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169...72R/abstract target=ref>Rodr&iacute;guez Mart&iacute;nez et al. 2025</a>,,5640,110,-110,0,1.055,0.04,-0.037,0,1.005,0.064,-0.061,0,0.165,0.083,-0.084,0,[Fe/H],4.393,0.045,-0.046,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h52m31.81s,283.1325335,-78d26m03.95s,-78.4344302,329.304,2.517,-2.48,12.652,0.046,-0.046,10.797,0.022,-0.022,12.4792,0.000155,-0.000155,12/16/24,2025-02,12/16/24
TOI-500 b,TOI-500,1,1,4,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=SERRANO_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..736S/abstract target=ref>Serrano et al. 2022</a>,0.548177,0.000019,-0.000019,0,0.01189,0.00041,-0.0004,0,1.166,0.061,-0.058,0,0.10402373,0.00544206,-0.00517442,0,1.42,0.18,-0.18,0,0.00446782,0.00056634,-0.00056634,0,Mass,0.063,0.073,-0.044,0,1138,123,-112,0,1617,41,-41,0,0,<a refstr=SERRANO_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022NatAs...6..736S/abstract target=ref>Serrano et al. 2022</a>,K6 V,4440,100,-100,0,0.678,0.016,-0.016,0,0.74,0.017,-0.017,0,0.12,0.08,-0.08,0,[Fe/H],4.618,0.017,-0.017,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m14.18s,106.559098,-47d35m16.14s,-47.5878156,47.3924,0.0473,-0.0473,10.54,0.03,-0.03,7.715,0.026,-0.026,10.1026,0.000308,-0.000308,5/9/22,2022-04,5/9/22
TOI-5005 b,TOI-5005,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=CASTRO_GONZALEZ_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...691A.233C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2024</a>,6.3085044,0.0000092,-0.0000088,0,0.06614,0.00045,-0.00045,0,6.25,0.24,-0.24,0,0.558,0.021,-0.021,0,32.7,5.9,-5.9,0,0.103,0.018,-0.018,0,Mass,,,,,226,12,-12,0,1040,20,-20,0,0,<a refstr=CASTRO_GONZALEZ_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024A&A...691A.233C/abstract target=ref>Castro-Gonz&aacute;lez et al. 2024</a>,G2 V,5749,61,-61,0,0.93,0.03,-0.03,0,0.97,0.02,-0.02,0,0.15,0.04,-0.04,0,[Fe/H],4.43,0.1,-0.1,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h52m25.97s,238.108194,-48d08m42.36s,-48.1451,207.891,1.996,-1.96,11.867,0.149,-0.149,10.004,0.021,-0.021,11.6382,0.000445,-0.000445,10/22/24,2024-11,10/22/24
TOI-5007 b,TOI-5007,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,2.543371,0.000001,-0.000001,0,0.0307,0.0012,-0.0012,0,11.07447293,0.3474784,-0.3474784,0,0.988,0.031,-0.031,0,211.0380623,13.6666215,-13.34879309,0,0.664,0.043,-0.042,0,Mass,0.074,0.026,-0.03,0,85.3,12.2,-12.2,0,774,19,-19,0,0,<a refstr=DRANSFIELD_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.547ag448D/abstract target=ref>Dransfield et al. 2026</a>,M1&plusmn;0.5,3793,80,-80,0,0.656,0.019,-0.019,0,0.632,0.013,-0.013,0,0.43,0.12,-0.12,0,[Fe/H],4.604,0.027,-0.027,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,15h44m15.33s,236.0638704,-61d02m28.91s,-61.0413649,203.352,1.242,-1.228,15.327,0.183,-0.183,11.307,0.019,-0.019,14.6524,0.00045,-0.00045,4/30/26,2026-04,3/26/26
TOI-5027 b,TOI-5027,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=TALA_PINTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.268T/abstract target=ref>Tala Pinto et al. 2025</a>,10.24368,0.00001,-0.00001,0,0.093,0.005,-0.004,0,10.76062147,0.56044903,-0.67253884,0,0.96,0.05,-0.06,0,642.0133821,41.31769291,-41.31769291,0,2.02,0.13,-0.13,0,Mass,0.385,0.025,-0.026,0,,,,,1056,23,-24,0,0,<a refstr=TALA_PINTO_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.268T/abstract target=ref>Tala Pinto et al. 2025</a>,,5909,145,-144,0,0.92,0.04,-0.04,0,1.02,0.05,-0.05,0,-0.15,0.03,-0.03,0,[Fe/H],4.517,0.006,-0.008,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,16h15m32.41s,243.8850212,-69d13m01.55s,-69.2170972,204.429,1.057,-1.046,11.566,0.011,-0.011,9.979,0.023,-0.023,11.3341,0.00059,-0.00059,3/3/25,2025-02,3/3/25
TOI-5076 b,TOI-5076,1,2,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A..36H/abstract target=ref>Heidari et al. 2025</a>,23.443162,0.000062,-0.000063,0,0.1481,0.0028,-0.003,0,3.48935569,0.09975993,-0.09415544,0,0.3113,0.0089,-0.0084,0,16.14568308,2.47906157,-2.47906157,0,0.0508,0.0078,-0.0078,0,Mass,0,,,0,,,,,550,14,-14,0,0,<a refstr=HEIDARI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A..36H/abstract target=ref>Heidari et al. 2025</a>,,4780,120,-120,0,0.844,0.02,-0.019,0,0.789,0.046,-0.047,0,0.082,0.079,-0.079,0,[Fe/H],4.483,0.016,-0.019,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,03h22m02.50s,50.5104166,+17d14m21.15s,17.2392094,82.857,0.3062,-0.3041,10.9,0.03,-0.03,8.582,0.02,-0.02,10.5927,0.000399,-0.000399,3/3/25,2025-02,3/3/25
TOI-5082.01,TOI-5082,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,4.240122,,,0,0.051204842,,,0,2.54811,0.129562,-0.129562,0,0.22708083,0.01154622,-0.01154622,0,,,,,,,,,,,,,,254.588,,,0,1164.91,,,0,0,<a refstr=HORD_ET_AL__2024 href=https://ui.adsabs.harvard.edu/abs/2024AJ....167..233H/abstract target=ref>Hord et al. 2024</a>,,5670,,,0,0.93,,,0,0.99665,,,0,,,,,,4.5,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h06m16.70s,106.569578,+22d40m59.33s,22.6831477,43.1406,0.0968,-0.0964,8.25,0.03,-0.03,6.613,0.02,-0.02,8.08646,0.001103,-0.001103,6/11/24,2024-05,6/11/24
TOI-5108 b,TOI-5108,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=THOMAS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.143T/abstract target=ref>Thomas et al. 2025</a>,6.753581,0.000007,-0.000007,0,0.073,0.004,-0.004,0,6.6,0.1,-0.1,0,0.58881358,0.00892142,-0.00892142,0,32,5,-5,0,0.10068326,0.01573176,-0.01573176,0,Mass,,,,,,,,,1180,40,-40,0,0,<a refstr=THOMAS_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A.143T/abstract target=ref>Thomas et al. 2025</a>,,5808,40,-40,0,1.29,0.04,-0.04,0,1.1,0.03,-0.03,0,0.2,0.02,-0.05,0,[Fe/H],4.26,0.05,-0.04,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h05m04.68s,166.2695041,+11d14m47.06s,11.2464069,130.919,1.7,-1.658,9.75,0.03,-0.03,8.3,0.031,-0.031,9.608,0.00039,-0.00039,1/22/25,2025-02,1/22/25
TOI-5110 b,TOI-5110,1,1,1,Transit,2024,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=HEIDARI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A..36H/abstract target=ref>Heidari et al. 2025</a>,30.158577,0.000092,-0.000095,0,0.2157,0.0042,-0.0044,0,11.98240037,0.60528496,-0.582867,0,1.069,0.054,-0.052,0,921.7023803,41.31769291,-41.31769291,0,2.9,0.13,-0.13,0,Mass,0.745,0.03,-0.027,0,,,,,976,33,-32,0,0,<a refstr=HEIDARI_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...694A..36H/abstract target=ref>Heidari et al. 2025</a>,,6160,150,-150,0,2.333,0.097,-0.096,0,1.469,0.089,-0.088,0,0.065,0.05,-0.05,0,[Fe/H],3.869,0.044,-0.045,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h17m37.02s,94.4042694,+31d36m37.19s,31.6103309,392.259,8.263,-7.935,11.06,0.012,-0.012,9.318,0.021,-0.021,10.6815,0.000386,-0.000386,3/3/25,2025-02,3/3/25
TOI-512 b,TOI-512,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RODRIGUES_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.237R/abstract target=ref>Rodrigues et al. 2025</a>,7.18886,0.000069,-0.000077,0,,,,,1.54,0.1,-0.1,0,0.13738983,0.00892142,-0.00892142,0,3.57,0.53,-0.55,0,0.01123248,0.00166757,-0.00173049,0,Mass,0.02,0.06,-0.03,0,127,9,-8,0,1009,29,-29,0,0,<a refstr=RODRIGUES_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025A&A...695A.237R/abstract target=ref>Rodrigues et al. 2025</a>,,5277,67,-67,0,0.89,0.03,-0.03,0,0.74,0.03,-0.03,0,-0.11,0.05,-0.05,0,[Fe/H],4.35,0.12,-0.12,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h26m35.21s,96.6467023,-38d36m25.95s,-38.6072095,67.3975,0.1168,-0.1163,9.735,0.004,-0.004,7.797,0.021,-0.021,9.48032,0.000241,-0.000241,3/9/25,2025-03,3/9/25
TOI-5126 b,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FAIRNINGTON_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.8768F/abstract target=ref>Fairnington et al. 2024</a>,5.4588385,0.000007,-0.0000072,0,0.06519,0.00087,-0.00082,0,4.74,0.16,-0.14,0,0.4228752,0.01427427,-0.01248998,0,,,,,,,,,,0,,,0,467,44,-39,0,1442,46,-40,0,0,<a refstr=FAIRNINGTON_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.8768F/abstract target=ref>Fairnington et al. 2024</a>,F V,6150,110,-130,0,1.241,0.032,-0.027,0,1.24,0.05,-0.046,0,0.18,0.13,-0.13,0,[Fe/H],4.224,0.051,-0.062,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.414,1.614,-1.582,10.141,0.006,-0.006,8.777,0.018,-0.018,9.93629,0.001181,-0.001181,10/21/23,2024-01,10/21/23
TOI-5126 c,TOI-5126,1,1,2,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=FAIRNINGTON_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.8768F/abstract target=ref>Fairnington et al. 2024</a>,17.8999,0.0018,-0.0013,0,0.1439,0.0019,-0.0018,0,3.86,0.17,-0.16,0,0.34436673,0.01516641,-0.01427427,0,,,,,,,,,,0,,,0,96,9,-8,0,971,31,-27,0,0,<a refstr=FAIRNINGTON_ET_AL_2024 href=https://ui.adsabs.harvard.edu/abs/2024MNRAS.527.8768F/abstract target=ref>Fairnington et al. 2024</a>,F V,6150,110,-130,0,1.241,0.032,-0.027,0,1.24,0.05,-0.046,0,0.18,0.13,-0.13,0,[Fe/H],4.224,0.051,-0.062,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,10h06m38.35s,151.6597827,+18d38m02.63s,18.6340631,160.414,1.614,-1.582,10.141,0.006,-0.006,8.777,0.018,-0.018,9.93629,0.001181,-0.001181,10/21/23,2024-01,10/21/23
TOI-5143 c,TOI-5143,1,1,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=RADZOM_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..189R/abstract target=ref>Radzom et al. 2025</a>,5.2097118,0.0000032,-0.0000039,0,0.05602,0.00082,-0.00079,0,16.25302201,2.01761653,-1.34507768,0,1.45,0.18,-0.12,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=RADZOM_ET_AL__2025 href=https://ui.adsabs.harvard.edu/abs/2025AJ....169..189R/abstract target=ref>Radzom et al. 2025</a>,K V,5183,125,-125,0,0.852,0.02,-0.02,0,0.864,0.04,-0.033,0,0.107,0.044,-0.044,0,[Fe/H],4.514,0.029,-0.027,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h01m27.63s,165.3651202,+05d08m22.13s,5.1394812,181.38,2.13,-2.082,11.935,0.029,-0.029,9.98,0.019,-0.019,11.8113,0.001085,-0.001085,3/17/25,2025-03,3/17/25
TOI-5153 b,TOI-5153,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=ULMER_MOLL_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A..46U/abstract target=ref>Ulmer-Moll et al. 2022</a>,20.33003,0.00007,-0.00007,0,0.158,0.006,-0.006,0,11.88151954,0.44835923,-0.44835923,0,1.06,0.04,-0.04,0,1036.120607,57.20911326,-54.03082919,0,3.26,0.18,-0.17,0,Mass,0.091,0.024,-0.026,0,,,,,906,13,-13,0,0,<a refstr=ULMER_MOLL_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022A&A...666A..46U/abstract target=ref>Ulmer-Moll et al. 2022</a>,F8 V,6300,80,-80,0,1.4,0.04,-0.04,0,1.24,0.07,-0.07,0,0.12,0.08,-0.08,0,[Fe/H],4.3,0.15,-0.15,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,06h06m09.68s,91.5403204,-19d57m12.40s,-19.9534443,390.484,4.507,-4.407,11.932,0.022,-0.022,10.408,0.019,-0.019,11.5779,0.000363,-0.000363,7/12/22,2022-10,7/12/22
TOI-5159 b,TOI-5159,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,5.836394288,0.000960791,-0.000840814,0,,,,,1.54732112,0.14990024,-0.13545721,0,0.13804298,0.01337323,-0.0120847,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5156.16,,,0,0.854084,,,0,,,,,,,,,,4.4757,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,09h31m08.63s,142.7859562,+20d01m09.64s,20.0193431,55.1788,0.1834,-0.1822,9.369,0.004,-0.004,7.468,0.024,-0.024,9.19159,0.000171,-0.000171,4/23/26,2026-03,4/23/26
TOI-5160 b,TOI-5160,1,1,1,Transit,2026,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,4.280773256,4.19989E-05,-3.83583E-05,0,,,,,2.39729851,0.28717359,-0.22048406,0,0.21387302,0.02561996,-0.0196703,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=LAFARGA_ET_AL_2026 href=https://ui.adsabs.harvard.edu/abs/2026MNRAS.tmp..514L/abstract target=ref>Lafarga et al. 2026</a>,,5622.14,,,0,1.03315,,,0,,,,,,,,,,4.3929,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,07h38m33.46s,114.6393985,+31d23m40.03s,31.3944536,151.465,1.042,-1.028,10.847,0.013,-0.013,9.205,0.018,-0.018,10.6442,0.000248,-0.000248,4/23/26,2026-03,4/23/26
TOI-5174 b,TOI-5174,1,1,1,Transit,2022,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=MANTOVAN_ET_AL_2022 href=https://ui.adsabs.harvard.edu/abs/2022MNRAS.516.4432M/abstract target=ref>Mantovan et al. 2022</a>,12.214286,,,0,,,,,5.351,,,0,0.47738507,,,0,,,,,,,,,,,,,,,,,,,,,,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,,5643.77,145.87,-76.03,0,1.09457,0.053877,-0.048811,0,1,0.137007,-0.113529,0,0.415,0.02,-0.02,0,[M/H],4.35958,0.081213,-0.06604,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,11h36m26.28s,174.1094967,-02d01m24.06s,-2.0233506,197.243,2.205,-2.158,11.583,0.239,-0.239,9.6,0.021,-0.021,11.1031,0.000525,-0.000525,10/3/22,2022-11,10/3/22
TOI-5181 A b,TOI-5181 A,1,2,1,Transit,2025,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,3.8922295,0.0000023,-0.0000023,0,0.0522,0.0008,-0.001,0,13.34989601,0.44835923,-0.42594127,0,1.191,0.04,-0.038,0,330.5415433,54.03082919,-54.03082919,0,1.04,0.17,-0.17,0,Mass,0.15,,,1,1053,69,-81,0,1585,25,-32,0,0,<a refstr=YEE_ET_AL_2025 href=https://ui.adsabs.harvard.edu/abs/2025ApJS..280...30Y/abstract target=ref>Yee et al. 2025</a>,,6060,120,-140,0,1.53,0.041,-0.041,0,1.25,0.06,-0.072,0,0.208,0.078,-0.078,0,[Fe/H],4.163,0.027,-0.027,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,18h42m42.59s,280.6774738,+21d41m59.35s,21.6998203,480.155,6.772,-6.589,12.301,0.057,-0.057,10.627,0.017,-0.017,12.2189,0.000202,-0.000202,7/29/25,2025-09,7/29/25
TOI-519 b,TOI-519,1,1,1,Transit,2021,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KAGETANI_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75..713K/abstract target=ref>Kagetani et al. 2023</a>,1.2652328,0.0000005,-0.0000005,0,0.0159,0.0001,-0.0001,0,11.54525012,0.33626942,-0.33626942,0,1.03,0.03,-0.03,0,147.1545524,26.06192937,-27.96889982,0,0.463,0.082,-0.088,0,Mass,0.33,,,1,,,,,687,14,-14,0,0,<a refstr=KAGETANI_ET_AL_2023 href=https://ui.adsabs.harvard.edu/abs/2023PASJ...75..713K/abstract target=ref>Kagetani et al. 2023</a>,M V,3322,49,-49,0,0.35,0.01,-0.01,0,0.335,0.008,-0.008,0,0.27,0.09,-0.09,0,[Fe/H],4.87,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,08h18m25.62s,124.6067582,-19d39m46.05s,-19.6627918,115.557,0.937,-0.922,17.35,0.2,-0.2,11.951,0.024,-0.024,15.7067,0.000437,-0.000437,5/15/23,2023-08,5/15/23
TOI-5205 b,TOI-5205,1,1,1,Transit,2023,Transiting Exoplanet Survey Satellite (TESS),Published Confirmed,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,1.630757,0.000001,-0.000001,0,0.0199,0.0002,-0.0002,0,11.6,0.3,-0.3,0,1.03,0.03,-0.03,0,343,18,-17,0,1.08,0.06,-0.06,0,Mass,0.02,0.02,-0.014,0,49,4,-4,0,737,15,-15,0,0,<a refstr=KANODIA_ET_AL__2023 href=https://ui.adsabs.harvard.edu/abs/2023AJ....165..120K/abstract target=ref>Kanodia et al. 2023</a>,M4.0,3430,54,-54,0,0.394,0.011,-0.011,0,0.392,0.015,-0.015,0,0,,,0,[Fe/H],4.84,0.03,-0.03,0,<a refstr=STASSUN_ET_AL__2019 href=https://ui.adsabs.harvard.edu/abs/2019AJ....158..138S/abstract target=ref>TICv8</a>,20h55m04.96s,313.7706819,+24d21m39.52s,24.360977,86.4493,0.4178,-0.4139,15.899,1.03,-1.03,11.006,0.023,-0.023,14.9317,0.00164,-0.00164,3/15/23,2023-03,3/15/23
